api_response_time_ms,monthly_ip_variation,avg_network_latency,unique_active_devices,days_since_app_update,internal_engagement_score,nps_satisfaction_score,monthly_usage_frequency,open_support_tickets,promotional_discount_pct,current_subscription_tier,customer_age,declared_income,virtual_wallet_balance,email_open_rate,newsletter_clicks,historical_purchases,account_age_days,payment_method,assigned_server_region,subscription_status
35.02560496496976,7.0,64.85456443379397,6,4,74.90358469509576,8,83,1,0,1.0,42,68557.01,200.19,11.916282476514843,2,6,1058,PayPal,Region_40,1
18.432211036106917,1.0,30.249201301156425,3,15,20.36864422072214,8,75,2,0,1.0,52,59551.57,122.35,22.933373734974385,0,7,1785,Bank Transfer,Region_03,0
5.821307280161169,2.0,14.978854105500215,4,16,70.23285229120644,0,36,0,20,2.0,37,59102.05,19.09,17.79408529688203,0,3,1541,Credit Card,Region_23,0
8.399697186077892,,10.349158224838746,4,13,70.50398183116468,0,89,0,10,1.0,50,79058.85,317.06,61.43358029584115,7,3,1468,Credit Card,Region_12,0
6.695182902003797,2.0,9.454603857808916,3,17,70.26780731608015,1,66,0,15,4.0,27,50186.24,51.12,16.16955010227009,0,3,1753,PayPal,Region_22,0
34.46658921432957,13.0,65.55586585921506,10,11,78.9613131957257,9,17,2,10,1.0,35,72247.54,0.0,45.88467164338624,5,5,669,Bank Transfer,Region_35,2
11.782611136223101,1.0,19.32412496277875,3,13,20.23565222272446,10,58,1,10,1.0,38,77591.86,210.09,22.046822944889247,2,4,1739,Crypto,Region_03,0
13.737672989058451,5.0,23.09106157869223,5,6,71.37376729890585,9,0,3,0,2.0,35,57110.78,0.0,38.746958849538245,6,3,983,Credit Card,Region_33,1
8.425443154113482,1.0,11.948355409160206,2,9,70.16850886308227,2,18,0,10,1.0,18,74316.33,0.82,21.574181032291026,3,5,811,PayPal,Region_27,0
8.15325350913769,1.0,10.531152612433601,2,18,70.16306507018275,8,12,4,0,1.0,27,26029.99,0.0,58.629249203706365,9,2,1193,Credit Card,Region_26,0
13.235557153352492,3.0,25.594889645515533,4,15,70.79413342920115,8,32,1,5,1.0,23,46302.13,27.97,22.388917091742393,4,2,1553,PayPal,Region_04,0
12.525138876010649,1.0,24.963781450042294,4,14,20.250502777520214,2,93,0,20,1.0,33,64489.14,0.0,25.06045098507425,2,3,1191,Bank Transfer,Region_10,0
33.49194555286726,8.0,61.42124418291748,8,7,25.35871128845876,1,21,0,50,1.0,21,62939.37,0.0,37.96952745837579,1,7,1574,Credit Card,Region_30,2
26.330510157842994,1.0,44.314000256350184,1,13,70.52661020315686,2,26,1,10,3.0,35,50795.36,0.0,38.12295280549336,6,4,1296,Bank Transfer,Region_30,1
35.92121134092567,9.0,63.65072091409935,7,8,76.46581804136662,1,49,0,0,2.0,29,50849.72,234.88,14.937159008435577,2,2,1992,Credit Card,Region_28,2
22.00650201588148,3.0,47.59137754569255,3,17,21.32039012095289,1,76,2,0,1.0,32,35009.18,35.05,16.932800378126753,0,1,767,Crypto,Region_15,1
23.792748184551034,2.0,35.721529846694025,3,6,70.95170992738204,10,71,4,0,1.0,33,56798.15,11.41,28.075187383214796,3,3,1924,Crypto,Region_37,0
76.41541330970509,10.0,146.97720035961234,9,28,35.283082661941016,1,52,0,5,1.0,25,35834.69,0.0,15.004999947529576,1,1,1090,Crypto,Region_19,2
7.243956284097168,3.0,13.537720541962637,5,14,70.43463737704583,0,59,3,20,2.0,37,42127.51,0.0,45.46865945703992,2,2,1930,Bank Transfer,Region_23,0
16.97756840496165,3.0,29.658991179048453,5,15,71.0186541042977,0,49,0,15,1.0,52,40878.12,0.0,38.062860557925596,5,5,371,Bank Transfer,Region_17,0
16.853504574622583,5.0,35.10319992832903,5,11,21.68535045746226,1,65,1,5,1.0,36,74857.02,83.53,23.18602786551137,1,2,824,Bank Transfer,Region_04,0
7.6959536019990376,1.0,3.5163861383064283,2,15,70.15391907203998,2,82,2,20,1.0,23,55170.65,0.0,1.965172212522799,0,2,1738,PayPal,Region_19,0
16.903336990591775,3.0,37.32760445596395,4,9,21.014200219435505,2,23,1,20,3.0,40,40598.94,396.25,16.756520410556323,0,4,1838,Bank Transfer,Region_01,0
22.537323731196324,1.0,49.85581186089529,3,11,20.450746474623926,2,68,0,0,1.0,27,45216.82,54.21,32.60662518624631,3,3,471,Crypto,Region_36,0
15.658001706980638,2.0,33.62426740986065,3,11,20.626320068279224,0,7,1,5,1.0,46,42766.49,16.46,31.85265513619948,1,4,1920,PayPal,Region_21,1
8.44013979276315,2.0,4.6808247824200855,2,10,20.337605591710528,10,19,0,0,2.0,39,69592.86,207.85,21.576949396339163,1,2,1846,PayPal,Region_07,0
18.30299278678136,3.0,36.76622600520886,3,12,21.09817956720688,1,98,1,0,4.0,33,35907.46,32.35,48.042748889535034,5,3,1078,Crypto,Region_26,0
13.58000002987205,1.0,32.67399284386311,1,13,20.27160000059744,8,65,2,5,2.0,33,37051.58,11.41,10.78477883369991,1,1,931,Credit Card,Region_20,0
15.189289025723903,4.0,35.0544641849818,4,23,71.21514312205791,2,69,0,15,1.0,36,50570.04,107.54,28.795809233070663,0,6,1859,Crypto,Region_02,0
28.113100750155596,8.0,43.5631351141481,8,6,24.498096120024897,10,58,5,10,1.0,21,42431.88,29.62,7.398478588506052,0,2,1990,Bank Transfer,Region_25,1
14.243182459963785,1.0,30.719512585949843,3,8,20.284863649199277,0,79,1,20,4.0,25,45506.93,1.61,49.184765456313364,7,5,666,PayPal,Region_06,0
26.295850437025035,9.0,56.31038280054081,9,11,74.7332530786645,9,46,0,10,4.0,31,34029.71,0.0,2.854918507679536,0,4,1363,Crypto,Region_30,2
37.29752918059499,3.0,67.28288111830109,5,5,72.2378517508357,1,35,5,0,3.0,37,64235.48,7.52,24.071496645053024,3,3,1772,Crypto,Region_37,1
19.449784629526828,4.0,27.74610621919969,3,5,71.55598277036215,2,1,2,0,2.0,47,67971.67,0.23,12.615262466109442,0,4,805,Credit Card,Region_33,0
11.114423757280726,1.0,24.149225726729973,3,6,70.22228847514562,0,63,1,0,2.0,39,63840.01,114.64,6.245730256747201,0,1,196,Bank Transfer,Region_37,0
24.109578750900035,5.0,48.66653159487882,5,6,72.41095787509,9,77,0,15,1.0,34,52995.08,0.0,54.197592288443865,10,1,1471,PayPal,Region_28,1
13.297246702901033,5.0,23.239003243592347,5,9,21.329724670290105,1,37,0,50,2.0,18,63810.47,0.0,37.816775224765976,3,3,257,Credit Card,Region_30,1
30.13544044047115,9.0,48.29017551352895,7,3,25.424379279284807,8,25,3,0,2.0,48,68457.1,0.0,18.956258413577395,1,3,1525,Credit Card,Region_10,1
30.840321600904744,2.0,60.42193930180936,4,8,21.23361286403619,1,19,0,15,2.0,28,63967.05,71.48,13.841722153027114,1,2,1844,PayPal,Region_15,1
11.883175702058178,2.0,17.54567193559593,2,1,20.475327028082326,1,92,0,5,1.0,43,52543.32,0.0,20.45661299086234,3,3,678,PayPal,Region_19,0
19.10101249674171,1.0,36.36855612682943,1,13,20.382020249934833,2,3,0,0,4.0,47,49084.95,52.71,47.41624188110662,1,4,1201,Bank Transfer,Region_12,0
10.658621632478722,2.0,26.97635071352643,3,10,70.42634486529914,10,83,0,50,1.0,40,40657.48,44.06,16.111325316484486,2,8,69,Credit Card,Region_35,0
30.748535600096574,6.0,47.05337359541373,5,7,23.689824272011588,1,87,0,0,4.0,47,79717.38,101.67,18.421498402762655,2,1,311,PayPal,Region_31,1
16.31580491186124,6.0,33.9072688311965,8,14,71.95789658942334,9,64,2,10,1.0,35,47567.31,97.66,35.7832332273215,4,4,569,PayPal,Region_12,1
12.06826330676237,2.0,20.689963800573267,3,15,70.4827305322705,9,88,0,10,1.0,21,52419.57,29.87,18.623272959073592,2,2,1866,PayPal,Region_40,0
11.361816422285123,2.0,19.548003140190346,3,10,70.45447265689141,1,13,1,15,,32,83586.08,5.2,23.987370026602647,1,3,1399,Credit Card,Region_12,0
13.331413516500893,3.0,26.56812650236574,3,15,70.79988481099005,1,34,0,20,4.0,30,45007.38,0.0,40.56531382422553,7,3,1890,Crypto,Region_22,0
10.508550178011069,3.0,15.058470163349138,3,21,20.630513010680666,10,84,6,5,1.0,51,55614.89,0.0,36.08720751557197,6,0,458,Credit Card,Region_26,0
23.275724761458868,4.0,36.02120888598275,7,5,21.86205798091671,9,99,1,10,2.0,54,63737.88,129.67,10.988599787173323,0,3,1058,PayPal,Region_07,1
34.138264066455356,4.0,52.52790145946626,5,13,72.73106112531643,9,51,1,10,3.0,36,36361.79,285.45,33.28952774134456,3,4,1597,Credit Card,Region_03,1
20.600066523876475,6.0,43.23893329007373,4,5,22.472007982865176,2,22,0,0,1.0,31,49222.17,96.16,13.703124470938283,0,1,1461,PayPal,Region_36,1
6.406859156772333,4.0,9.67398555664538,4,21,20.512548732541788,8,19,1,0,1.0,33,54708.1,211.44,62.02088742351679,9,4,170,PayPal,Region_32,0
24.528447383828897,1.0,47.000907352678844,2,6,20.49056894767658,9,89,1,15,2.0,40,40079.41,0.0,24.558294637303348,4,3,1719,Bank Transfer,Region_07,0
42.63099758347364,3.0,74.31063527584428,2,7,72.55785985500842,8,26,0,0,2.0,30,77643.75,0.0,36.634817927599336,3,2,1884,Bank Transfer,Region_16,1
14.6303029454598,3.0,20.52574278495286,2,18,20.877818176727587,8,40,0,10,2.0,60,33429.15,138.54,16.07111282255197,1,3,699,PayPal,Region_36,1
16.052797317719676,1.0,32.15659822159112,3,15,70.32105594635439,9,77,0,0,2.0,18,45940.43,0.0,23.277230707388473,3,3,602,PayPal,Region_23,0
20.061651191421436,6.0,37.7507850131827,5,7,22.40739814297057,10,35,1,0,3.0,24,47998.33,18.61,36.16567415902683,1,4,409,Crypto,Region_13,1
135.36569651109485,1.0,23.181329602059947,3,13,70.27073139302219,10,3,1,95,1.0,36,42440.74,0.0,24.94579345224773,2,1,611,Crypto,Region_08,0
13.704025908581855,2.0,26.17672695265468,3,9,70.54816103634327,2,25,1,10,1.0,34,43211.47,0.0,5.568655427720041,0,1,1922,PayPal,Region_36,0
11.092141447416246,1.0,15.163431824129226,2,5,70.22184282894833,1,39,1,10,1.0,23,45096.81,88.12,10.219100667673127,0,2,980,PayPal,Region_22,0
8.903938738840473,4.0,21.330088602689408,2,15,70.71231509910724,10,79,0,5,3.0,43,59702.4,81.35,16.112466353485026,1,0,1491,Crypto,Region_31,0
9.24223351710223,3.0,23.09799352345639,5,12,20.554534011026135,0,83,0,0,1.0,36,36860.71,0.0,30.952689555114272,4,2,60,Credit Card,Region_38,0
8.44456664367991,1.0,18.99674281530844,2,9,70.1688913328736,1,87,1,10,1.0,41,57862.75,65.16,66.73450118597644,12,2,1825,PayPal,Region_14,0
17.588954445562724,3.0,29.800189206544555,3,18,71.05533726673376,0,73,3,0,4.0,27,60198.41,0.0,21.255550375337602,0,0,188,Credit Card,Region_05,1
11.859493475087458,1.0,21.64382222857447,1,8,20.237189869501748,9,65,8,0,1.0,42,55974.37,2.18,18.416342648779615,0,4,1021,Credit Card,Region_31,0
9.14947045969837,1.0,24.31322906813088,4,15,20.18298940919397,1,72,2,0,2.0,47,45971.28,52.39,28.909155924074792,0,2,848,Crypto,Region_09,0
58.7223748010149,6.0,112.10610572988271,5,23,27.04668497612179,1,81,0,0,2.0,36,53389.91,72.4,17.714909706012776,0,5,76,PayPal,Region_08,2
22.084995960342056,3.0,49.72233818115933,3,9,71.32509975762052,0,93,1,0,1.0,23,52761.18,0.0,15.483420474986282,0,4,897,PayPal,Region_12,0
9.65985563457695,2.0,13.485145875672641,3,10,20.38639422538308,2,2,0,0,1.0,47,33888.37,109.43,22.680951024791685,1,4,792,Credit Card,Region_05,0
26.997973299734074,2.0,44.24529051958567,4,11,71.07991893198937,10,63,1,0,5.0,24,57001.48,420.78,20.525824337971695,1,1,658,PayPal,Region_32,1
14.877857653214377,1.0,27.451995213696428,2,14,70.29755715306429,9,28,0,0,,21,42203.0,49.72,7.896482277683892,0,2,510,Credit Card,Region_34,0
14.714021877639533,1.0,28.51971816623266,1,16,20.29428043755279,9,53,0,10,4.0,44,41908.94,0.0,66.53437782014971,3,1,1220,Credit Card,Region_26,0
12.55830383788657,2.0,21.893501082898013,3,22,70.50233215351547,10,6,1,5,2.0,19,58729.68,35.81,46.035023315594174,5,4,550,Crypto,Region_12,0
16.396583129220026,3.0,27.56542749341902,5,9,70.9837949877532,9,24,2,50,2.0,19,80015.57,145.48,69.97689881126122,9,6,1763,Bank Transfer,Region_33,0
54.2118533523197,8.0,103.9183119483211,8,16,28.673896536371153,1,23,0,20,3.0,64,62642.26,0.0,29.745736993068128,5,5,1686,PayPal,Region_09,2
14.95334515611816,4.0,26.46236082827699,3,5,71.19626761248945,8,42,0,50,2.0,37,23644.57,0.0,18.69040072231014,0,2,1609,Crypto,Region_01,1
34.732033813608986,5.0,56.44160377490456,5,13,73.4732033813609,0,5,0,5,4.0,23,47854.33,0.0,46.484983429741064,0,3,1426,Credit Card,Region_15,1
34.9848928309228,2.0,57.47436166098342,1,11,71.39939571323691,10,14,0,0,1.0,30,59555.25,63.34,12.761375453207554,0,1,77,Crypto,Region_34,1
18.077816128735634,4.0,33.775390657391654,5,10,21.44622529029885,1,78,0,20,2.0,47,51090.15,130.96,13.431682102012537,1,4,1083,PayPal,Region_35,1
12.368774784653507,2.0,37.27705703693475,3,10,20.49475099138614,2,39,0,5,2.0,39,29182.14,161.55,28.03083173337341,3,9,1601,Crypto,Region_27,0
32.24398767322026,6.0,53.15945909307058,5,8,73.86927852078644,2,90,1,10,5.0,18,68892.58,129.58,16.740706424361036,0,2,1908,Bank Transfer,Region_08,1
11.204040499960684,4.0,18.59290255656393,6,14,70.89632323999686,1,60,1,15,4.0,56,63501.45,37.5,18.05659300525751,2,5,809,PayPal,Region_06,0
37.682327542810505,5.0,79.85221345338911,5,5,73.76823275428104,0,20,0,10,1.0,32,45221.72,18.62,6.827567744499927,0,4,1178,Credit Card,Region_22,1
63.152282853847346,6.0,111.25270548773288,6,19,77.57827394246168,10,57,2,10,1.0,30,52786.14,12.7,20.479156955859363,0,2,1788,PayPal,Region_40,1
8.896034244664408,4.0,18.290165846752963,4,14,20.711682739573153,9,95,2,0,2.0,27,53641.14,330.85,24.91189298818599,3,2,1404,Crypto,Region_36,0
7.011713857895197,1.0,22.00063855716751,2,7,20.140234277157905,9,31,6,0,2.0,26,57584.83,0.0,11.355773222649251,2,3,1385,Bank Transfer,Region_13,0
13.7567200859096,2.0,20.00470275011817,3,7,70.55026880343638,8,11,1,5,3.0,42,59194.7,58.14,31.974770129620705,5,2,1552,Crypto,Region_11,0
16.25864881649854,4.0,27.719266759589566,4,8,21.300691905319884,10,8,0,10,1.0,42,45945.36,0.0,19.849702766421352,0,6,1790,Credit Card,Region_13,0
22.36849398955309,2.0,37.84145951302286,4,18,20.894739759582123,1,19,1,20,4.0,36,52765.41,158.38,16.717199087466092,3,4,102,PayPal,Region_07,1
43.87322676375631,3.0,71.38233135992539,3,7,72.63239360582538,8,14,1,15,,19,69054.79,80.55,42.72248288076929,3,3,94,Crypto,Region_31,1
71.31757374270212,1.0,20.683993002129515,2,14,70.14263514748541,2,76,6,95,3.0,37,67493.52,19.32,30.107037690108818,3,3,788,Bank Transfer,Region_04,0
16.073427605762824,2.0,26.005147998023755,3,6,70.64293710423051,9,7,1,50,3.0,32,33457.28,321.14,43.817589170205956,3,4,303,Bank Transfer,Region_36,0
9.56064957275999,1.0,12.827940851858523,4,10,70.1912129914552,10,20,0,10,5.0,19,41531.65,188.62,27.032072381812945,4,3,462,Crypto,Region_07,0
24.233868086786753,3.0,41.398793115864045,5,3,21.454032085207206,9,44,0,5,2.0,39,82518.87,13.58,24.489608189291776,3,4,1507,Credit Card,Region_38,0
27.031588896557416,3.0,53.30101703957388,3,13,71.62189533379345,8,88,2,15,3.0,58,60049.26,0.0,17.01653545287492,2,4,77,Credit Card,Region_33,0
8.965082996826233,1.0,16.701617079326624,3,7,70.17930165993653,1,98,0,0,3.0,64,58235.58,0.0,26.98978429743178,1,1,1946,PayPal,Region_11,0
35.87989625119148,9.0,60.625481724992845,8,14,26.458381325214468,8,39,1,0,2.0,57,67905.16,147.75,29.32499178597735,3,4,1922,Crypto,Region_28,2
17.181533181299425,3.0,32.972508950914225,3,13,71.03089199087796,10,93,0,15,2.0,32,26526.17,0.0,18.209864936190105,1,3,482,Bank Transfer,Region_16,0
10.434814254009925,3.0,22.845639145960728,3,13,20.626088855240596,2,94,1,20,4.0,18,22894.07,29.64,32.70123501460017,3,4,298,PayPal,Region_24,0
24.09093220950219,7.0,43.244855037590156,8,15,23.372730509330307,10,5,2,20,1.0,27,48610.25,0.0,21.293682471541786,1,6,1387,Crypto,Region_25,1
12.306842004077568,1.0,20.978510963011328,4,28,20.24613684008155,1,10,6,0,5.0,24,71730.3,64.29,10.518474283898955,0,1,1608,Bank Transfer,Region_26,0
20.74137997599124,,42.41386364869533,7,13,22.903793196638773,10,63,4,0,2.0,50,54812.71,87.63,26.269477914917783,3,4,1625,Bank Transfer,Region_22,2
44.4544425373153,10.0,79.12207033460034,8,6,78.89088850746306,2,41,1,0,1.0,47,51891.78,0.0,29.020551771721408,4,0,1141,PayPal,Region_16,2
9.245240609204293,2.0,24.682390628017842,3,21,20.369809624368173,1,58,0,0,2.0,28,88004.51,0.0,57.65629847476277,10,2,500,Bank Transfer,Region_19,0
10.001657917879852,,14.214809891732173,2,14,20.400066316715193,8,7,0,0,2.0,30,57712.38,0.0,57.330747756066714,11,6,1348,Bank Transfer,Region_11,0
21.703049950568417,1.0,35.160922582219186,2,21,20.43406099901137,0,71,1,0,1.0,29,57475.14,77.13,27.097899117344404,1,1,1380,Credit Card,Region_01,0
7.369849182504737,2.0,8.746744628086798,2,12,70.2947939673002,8,54,2,10,2.0,24,40779.63,239.04,34.281029577993756,0,0,785,Credit Card,Region_31,0
16.865701702917253,6.0,29.16403078180114,6,18,22.02388420435007,1,38,0,0,4.0,50,70761.52,0.0,13.620455995284358,2,2,1716,Crypto,Region_35,0
21.94226812129228,2.0,39.508602925157696,3,10,20.877690724851693,10,50,1,20,5.0,30,52265.44,146.74,54.485066002053784,9,4,1191,Bank Transfer,Region_14,1
10.892733685759797,4.0,12.978741086503566,4,26,70.87141869486078,2,54,3,5,2.0,30,60389.43,0.0,47.27580985162065,1,3,500,Crypto,Region_10,0
16.712363225336397,2.0,30.56604014517644,3,10,70.66849452901346,8,75,1,0,1.0,29,36056.53,172.84,21.13058665950395,0,4,1782,Bank Transfer,Region_03,0
13.95754912525487,1.0,27.950359361888545,3,27,70.2791509825051,1,2,1,15,2.0,39,58964.88,37.06,5.922967849727087,1,2,1205,Crypto,Region_28,0
56.162271109722184,11.0,93.76463022353478,9,19,82.35569964413888,2,42,0,20,1.0,38,38621.03,381.23,30.18176013505513,5,4,1181,Bank Transfer,Region_10,2
17.944324197091163,4.0,29.69392642285967,4,15,21.435545935767294,2,44,4,20,4.0,41,55266.37,169.11,10.078026313125761,0,3,1478,PayPal,Region_26,0
10.670433012462873,1.0,22.044208065278074,2,22,70.21340866024926,2,79,0,5,3.0,19,55071.48,0.44,31.979345668151655,5,2,1453,Crypto,Region_22,0
9.536297488493748,2.0,11.718239149909143,4,10,70.38145189953975,10,90,0,20,1.0,47,69950.16,170.34,24.938201459435227,3,2,792,Crypto,Region_31,0
28.960701473542663,10.0,50.54937004280948,8,14,25.79214029470853,1,15,1,10,2.0,50,50460.72,0.0,20.856594880941813,1,3,1118,Bank Transfer,Region_32,2
8.756845943555296,,21.203240543068517,6,13,20.87568459435553,2,4,1,0,1.0,39,104620.58,86.76,9.968714675448329,0,3,1665,Crypto,Region_36,0
79.80911892126451,2.0,152.63232787390623,2,35,23.19236475685058,2,39,1,5,1.0,35,68151.42,0.0,34.58493162815849,1,3,195,PayPal,Region_07,1
40.36131724311881,5.0,74.8499470938595,5,11,24.03613172431188,8,75,2,5,1.0,24,49341.72,126.44,38.49484480277485,4,5,1689,Credit Card,Region_08,1
7.096276809782438,2.0,11.92703182847032,3,18,20.283851072391297,2,66,2,5,1.0,32,43210.46,13.96,50.27433059311264,3,2,1729,Credit Card,Region_29,0
14.454659470725407,5.0,23.511396944127096,6,15,71.44546594707253,10,98,0,5,2.0,30,46265.56,140.27,27.27279680643322,5,7,564,Bank Transfer,Region_08,1
14.772190969175654,1.0,31.143714238373914,2,9,70.29544381938351,0,44,1,0,5.0,27,52714.63,0.0,46.28220118954501,3,2,1184,PayPal,Region_06,0
30.53598789273057,2.0,60.63181020249338,2,10,21.22143951570922,1,2,6,0,1.0,21,72040.54,0.0,23.20663158157653,0,0,1800,PayPal,Region_25,1
30.555769866758602,5.0,49.21820677457725,4,0,23.05557698667586,2,30,1,5,4.0,21,41970.32,30.62,26.00062841838795,0,4,1495,Crypto,Region_37,1
11.001346589997862,2.0,24.354557941715818,4,18,20.440053863599914,2,23,1,0,1.0,36,54272.16,61.94,49.87264372375474,9,3,1243,PayPal,Region_28,0
11.586241261548508,2.0,17.82000276215621,5,21,20.46344965046194,9,28,2,0,1.0,54,92636.31,167.57,20.4252009566407,2,2,1636,Bank Transfer,Region_32,0
